name,source,category,path,skill_md,description
research-engineer,davila7,ai-research,davila7/ai-research/research-engineer,davila7/ai-research/research-engineer/SKILL.md,"An uncompromising Academic Research Engineer. Operates with absolute scientific rigor, objective criticism, and zero flair. Focuses on theoretical correctness, formal verification, and optimal implementation across any required technology."
constitutional-ai,davila7,ai-research,davila7/ai-research/safety-alignment-constitutional-ai,davila7/ai-research/safety-alignment-constitutional-ai/SKILL.md,"Anthropic's method for training harmless AI through self-improvement. Two-phase approach - supervised learning with self-critique/revision, then RLAIF (RL from AI Feedback). Use for safety alignment, reducing harmful outputs without human labels. Powers Claude's safety system."
llamaguard,davila7,ai-research,davila7/ai-research/safety-alignment-llamaguard,davila7/ai-research/safety-alignment-llamaguard/SKILL.md,"Meta's 7-8B specialized moderation model for LLM input/output filtering. 6 safety categories - violence/hate, sexual content, weapons, substances, self-harm, criminal planning. 94-95% accuracy. Deploy with vLLM, HuggingFace, Sagemaker. Integrates with NeMo Guardrails."
nemo-guardrails,davila7,ai-research,davila7/ai-research/safety-alignment-nemo-guardrails,davila7/ai-research/safety-alignment-nemo-guardrails/SKILL.md,"NVIDIA's runtime safety framework for LLM applications. Features jailbreak detection, input/output validation, fact-checking, hallucination detection, PII filtering, toxicity detection. Uses Colang 2.0 DSL for programmable rails. Production-ready, runs on T4 GPU."
subagent-driven-development,davila7,ai-research,davila7/ai-research/subagent-driven-development,davila7/ai-research/subagent-driven-development/SKILL.md,Use when executing implementation plans with independent tasks in the current session
huggingface-tokenizers,davila7,ai-research,davila7/ai-research/tokenization-huggingface-tokenizers,davila7/ai-research/tokenization-huggingface-tokenizers/SKILL.md,"Fast tokenizers optimized for research and production. Rust-based implementation tokenizes 1GB in <20 seconds. Supports BPE, WordPiece, and Unigram algorithms. Train custom vocabularies, track alignments, handle padding/truncation. Integrates seamlessly with transformers. Use when you need high-perf"
sentencepiece,davila7,ai-research,davila7/ai-research/tokenization-sentencepiece,davila7/ai-research/tokenization-sentencepiece/SKILL.md,"Language-independent tokenizer treating text as raw Unicode. Supports BPE and Unigram algorithms. Fast (50k sentences/sec), lightweight (6MB memory), deterministic vocabulary. Used by T5, ALBERT, XLNet, mBART. Train on raw text without pre-tokenization. Use when you need multilingual support, CJK la"
voice-agents,davila7,ai-research,davila7/ai-research/voice-agents,davila7/ai-research/voice-agents/SKILL.md,"Voice agents represent the frontier of AI interaction - humans speaking naturally with AI systems. The challenge isn't just speech recognition and synthesis, it's achieving natural conversation flow with sub-800ms latency while handling interruptions, background noise, and emotional nuance. This ski"
voice-ai-development,davila7,ai-research,davila7/ai-research/voice-ai-development,davila7/ai-research/voice-ai-development/SKILL.md,"Expert in building voice AI applications - from real-time voice agents to voice-enabled apps. Covers OpenAI Realtime API, Vapi for voice agents, Deepgram for transcription, ElevenLabs for synthesis, LiveKit for real-time infrastructure, and WebRTC fundamentals. Knows how to build low-latency, produc"
google-analytics,davila7,analytics,davila7/analytics/google-analytics,davila7/analytics/google-analytics/SKILL.md,"Analyze Google Analytics data, review website performance metrics, identify traffic patterns, and suggest data-driven improvements. Use when the user asks about analytics, website metrics, traffic analysis, conversion rates, user behavior, or performance optimization."
ab-test-setup,davila7,business-marketing,davila7/business-marketing/ab-test-setup,davila7/business-marketing/ab-test-setup/SKILL.md,"When the user wants to plan, design, or implement an A/B test or experiment. Also use when the user mentions ""A/B test,"" ""split test,"" ""experiment,"" ""test this change,"" ""variant copy,"" ""multivariate test,"" or ""hypothesis."" For tracking implementation, see analytics-tracking."
agile-product-owner,davila7,business-marketing,davila7/business-marketing/agile-product-owner,davila7/business-marketing/agile-product-owner/SKILL.md,"Agile product ownership toolkit for Senior Product Owner including INVEST-compliant user story generation, sprint planning, backlog management, and velocity tracking. Use for story writing, sprint planning, stakeholder communication, and agile ceremonies."
ai-product,davila7,business-marketing,davila7/business-marketing/ai-product,davila7/business-marketing/ai-product/SKILL.md,"Every product will be AI-powered. The question is whether you'll build it right or ship a demo that falls apart in production. This skill covers LLM integration patterns, RAG architecture, prompt engineering that scales, AI UX that users trust, and cost optimization that doesn't bankrupt you. Use wh"
ai-wrapper-product,davila7,business-marketing,davila7/business-marketing/ai-wrapper-product,davila7/business-marketing/ai-wrapper-product/SKILL.md,"Expert in building products that wrap AI APIs (OpenAI, Anthropic, etc.) into focused tools people will pay for. Not just 'ChatGPT but different' - products that solve specific problems with AI. Covers prompt engineering for products, cost management, rate limiting, and building defensible AI busines"
analytics-tracking,davila7,business-marketing,davila7/business-marketing/analytics-tracking,davila7/business-marketing/analytics-tracking/SKILL.md,"When the user wants to set up, improve, or audit analytics tracking and measurement. Also use when the user mentions ""set up tracking,"" ""GA4,"" ""Google Analytics,"" ""conversion tracking,"" ""event tracking,"" ""UTM parameters,"" ""tag manager,"" ""GTM,"" ""analytics implementation,"" or ""tracking plan."" For A/B "
app-builder,davila7,business-marketing,davila7/business-marketing/app-builder,davila7/business-marketing/app-builder/SKILL.md,"Main application building orchestrator. Creates full-stack applications from natural language requests. Determines project type, selects tech stack, coordinates agents."
templates,davila7,business-marketing,davila7/business-marketing/app-builder/templates,davila7/business-marketing/app-builder/templates/SKILL.md,Project scaffolding templates for new applications. Use when creating new projects from scratch. Contains 12 templates for various tech stacks.
app-store-optimization,davila7,business-marketing,davila7/business-marketing/app-store-optimization,davila7/business-marketing/app-store-optimization/SKILL.md,"Complete App Store Optimization (ASO) toolkit for researching, optimizing, and tracking mobile app performance on Apple App Store and Google Play Store"
brand-guidelines,davila7,business-marketing,davila7/business-marketing/brand-guidelines-anthropic,davila7/business-marketing/brand-guidelines-anthropic/SKILL.md,"Applies Anthropic's official brand colors and typography to any sort of artifact that may benefit from having Anthropic's look-and-feel. Use it when brand colors or style guidelines, visual formatting, or company design standards apply."
brand-guidelines,davila7,business-marketing,davila7/business-marketing/brand-guidelines-community,davila7/business-marketing/brand-guidelines-community/SKILL.md,"Applies Anthropic's official brand colors and typography to any sort of artifact that may benefit from having Anthropic's look-and-feel. Use it when brand colors or style guidelines, visual formatting, or company design standards apply."
ceo-advisor,davila7,business-marketing,davila7/business-marketing/ceo-advisor,davila7/business-marketing/ceo-advisor/SKILL.md,"Executive leadership guidance for strategic decision-making, organizational development, and stakeholder management. Includes strategy analyzer, financial scenario modeling, board governance frameworks, and investor relations playbooks. Use when planning strategy, preparing board presentations, mana"
competitive-ads-extractor,davila7,business-marketing,davila7/business-marketing/competitive-ads-extractor,davila7/business-marketing/competitive-ads-extractor/SKILL.md,"Extracts and analyzes competitors' ads from ad libraries (Facebook, LinkedIn, etc.) to understand what messaging, problems, and creative approaches are working. Helps inspire and improve your own ad campaigns."
competitor-alternatives,davila7,business-marketing,davila7/business-marketing/competitor-alternatives,davila7/business-marketing/competitor-alternatives/SKILL.md,"When the user wants to create competitor comparison or alternative pages for SEO and sales enablement. Also use when the user mentions 'alternative page,' 'vs page,' 'competitor comparison,' 'comparison page,' '[Product] vs [Product],' '[Product] alternative,' or 'competitive landing pages.' Covers "
content-creator,davila7,business-marketing,davila7/business-marketing/content-creator,davila7/business-marketing/content-creator/SKILL.md,"Create SEO-optimized marketing content with consistent brand voice. Includes brand voice analyzer, SEO optimizer, content frameworks, and social media templates. Use when writing blog posts, creating social media content, analyzing brand voice, optimizing SEO, planning content calendars, or when use"
content-research-writer,davila7,business-marketing,davila7/business-marketing/content-research-writer,davila7/business-marketing/content-research-writer/SKILL.md,"Assists in writing high-quality content by conducting research, adding citations, improving hooks, iterating on outlines, and providing real-time feedback on each section. Transforms your writing process from solo effort to collaborative partnership."
copy-editing,davila7,business-marketing,davila7/business-marketing/copy-editing,davila7/business-marketing/copy-editing/SKILL.md,"When the user wants to edit, review, or improve existing marketing copy. Also use when the user mentions 'edit this copy,' 'review my copy,' 'copy feedback,' 'proofread,' 'polish this,' 'make this better,' or 'copy sweep.' This skill provides a systematic approach to editing marketing copy through m"
copywriting,davila7,business-marketing,davila7/business-marketing/copywriting,davila7/business-marketing/copywriting/SKILL.md,"When the user wants to write, rewrite, or improve marketing copy for any page — including homepage, landing pages, pricing pages, feature pages, about pages, or product pages. Also use when the user says ""write copy for,"" ""improve this copy,"" ""rewrite this page,"" ""marketing copy,"" ""headline help,"" o"
cto-advisor,davila7,business-marketing,davila7/business-marketing/cto-advisor,davila7/business-marketing/cto-advisor/SKILL.md,"Technical leadership guidance for engineering teams, architecture decisions, and technology strategy. Includes tech debt analyzer, team scaling calculator, engineering metrics frameworks, technology evaluation tools, and ADR templates. Use when assessing technical debt, scaling engineering teams, ev"
email-sequence,davila7,business-marketing,davila7/business-marketing/email-sequence,davila7/business-marketing/email-sequence/SKILL.md,"When the user wants to create or optimize an email sequence, drip campaign, automated email flow, or lifecycle email program. Also use when the user mentions ""email sequence,"" ""drip campaign,"" ""nurture sequence,"" ""onboarding emails,"" ""welcome sequence,"" ""re-engagement emails,"" ""email automation,"" or"
email-systems,davila7,business-marketing,davila7/business-marketing/email-systems,davila7/business-marketing/email-systems/SKILL.md,"Email has the highest ROI of any marketing channel. $36 for every $1 spent. Yet most startups treat it as an afterthought - bulk blasts, no personalization, landing in spam folders. This skill covers transactional email that works, marketing automation that converts, deliverability that reaches inbo"
form-cro,davila7,business-marketing,davila7/business-marketing/form-cro,davila7/business-marketing/form-cro/SKILL.md,"When the user wants to optimize any form that is NOT signup/registration — including lead capture forms, contact forms, demo request forms, application forms, survey forms, or checkout forms. Also use when the user mentions ""form optimization,"" ""lead form conversions,"" ""form friction,"" ""form fields,"
free-tool-strategy,davila7,business-marketing,davila7/business-marketing/free-tool-strategy,davila7/business-marketing/free-tool-strategy/SKILL.md,"When the user wants to plan, evaluate, or build a free tool for marketing purposes — lead generation, SEO value, or brand awareness. Also use when the user mentions ""engineering as marketing,"" ""free tool,"" ""marketing tool,"" ""calculator,"" ""generator,"" ""interactive tool,"" ""lead gen tool,"" ""build a too"
launch-strategy,davila7,business-marketing,davila7/business-marketing/launch-strategy,davila7/business-marketing/launch-strategy/SKILL.md,"When the user wants to plan a product launch, feature announcement, or release strategy. Also use when the user mentions 'launch,' 'Product Hunt,' 'feature release,' 'announcement,' 'go-to-market,' 'beta launch,' 'early access,' 'waitlist,' or 'product update.' This skill covers phased launches, cha"
lead-research-assistant,davila7,business-marketing,davila7/business-marketing/lead-research-assistant,davila7/business-marketing/lead-research-assistant/SKILL.md,"Identifies high-quality leads for your product or service by analyzing your business, searching for target companies, and providing actionable contact strategies. Perfect for sales, business development, and marketing professionals."
marketing-demand-acquisition,davila7,business-marketing,davila7/business-marketing/marketing-demand-acquisition,davila7/business-marketing/marketing-demand-acquisition/SKILL.md,"Multi-channel demand generation, paid media optimization, SEO strategy, and partnership programs for Series A+ startups. Includes CAC calculator, channel playbooks, HubSpot integration, and international expansion tactics. Use when planning demand generation campaigns, optimizing paid media, buildin"
marketing-ideas,davila7,business-marketing,davila7/business-marketing/marketing-ideas,davila7/business-marketing/marketing-ideas/SKILL.md,"When the user needs marketing ideas, inspiration, or strategies for their SaaS or software product. Also use when the user asks for 'marketing ideas,' 'growth ideas,' 'how to market,' 'marketing strategies,' 'marketing tactics,' 'ways to promote,' or 'ideas to grow.' This skill provides 140 proven m"
marketing-psychology,davila7,business-marketing,davila7/business-marketing/marketing-psychology,davila7/business-marketing/marketing-psychology/SKILL.md,"When the user wants to apply psychological principles, mental models, or behavioral science to marketing. Also use when the user mentions 'psychology,' 'mental models,' 'cognitive bias,' 'persuasion,' 'behavioral science,' 'why people buy,' 'decision-making,' or 'consumer behavior.' This skill provi"
marketing-strategy-pmm,davila7,business-marketing,davila7/business-marketing/marketing-strategy-pmm,davila7/business-marketing/marketing-strategy-pmm/SKILL.md,"Product marketing, positioning, GTM strategy, and competitive intelligence. Includes ICP definition, April Dunford positioning methodology, launch playbooks, competitive battlecards, and international market entry guides. Use when developing positioning, planning product launches, creating messaging"
micro-saas-launcher,davila7,business-marketing,davila7/business-marketing/micro-saas-launcher,davila7/business-marketing/micro-saas-launcher/SKILL.md,"Expert in launching small, focused SaaS products fast - the indie hacker approach to building profitable software. Covers idea validation, MVP development, pricing, launch strategies, and growing to sustainable revenue. Ship in weeks, not months. Use when: micro saas, indie hacker, small saas, side "
onboarding-cro,davila7,business-marketing,davila7/business-marketing/onboarding-cro,davila7/business-marketing/onboarding-cro/SKILL.md,"When the user wants to optimize post-signup onboarding, user activation, first-run experience, or time-to-value. Also use when the user mentions ""onboarding flow,"" ""activation rate,"" ""user activation,"" ""first-run experience,"" ""empty states,"" ""onboarding checklist,"" ""aha moment,"" or ""new user experie"
page-cro,davila7,business-marketing,davila7/business-marketing/page-cro,davila7/business-marketing/page-cro/SKILL.md,"When the user wants to optimize, improve, or increase conversions on any marketing page — including homepage, landing pages, pricing pages, feature pages, or blog posts. Also use when the user says ""CRO,"" ""conversion rate optimization,"" ""this page isn't converting,"" ""improve conversions,"" or ""why is"
paid-ads,davila7,business-marketing,davila7/business-marketing/paid-ads,davila7/business-marketing/paid-ads/SKILL.md,"When the user wants help with paid advertising campaigns on Google Ads, Meta (Facebook/Instagram), LinkedIn, Twitter/X, or other ad platforms. Also use when the user mentions 'PPC,' 'paid media,' 'ad copy,' 'ad creative,' 'ROAS,' 'CPA,' 'ad campaign,' 'retargeting,' or 'audience targeting.' This ski"
paywall-upgrade-cro,davila7,business-marketing,davila7/business-marketing/paywall-upgrade-cro,davila7/business-marketing/paywall-upgrade-cro/SKILL.md,"When the user wants to create or optimize in-app paywalls, upgrade screens, upsell modals, or feature gates. Also use when the user mentions ""paywall,"" ""upgrade screen,"" ""upgrade modal,"" ""upsell,"" ""feature gate,"" ""convert free to paid,"" ""freemium conversion,"" ""trial expiration screen,"" ""limit reache"
popup-cro,davila7,business-marketing,davila7/business-marketing/popup-cro,davila7/business-marketing/popup-cro/SKILL.md,"When the user wants to create or optimize popups, modals, overlays, slide-ins, or banners for conversion purposes. Also use when the user mentions ""exit intent,"" ""popup conversions,"" ""modal optimization,"" ""lead capture popup,"" ""email popup,"" ""announcement banner,"" or ""overlay."" For forms outside of "
pricing-strategy,davila7,business-marketing,davila7/business-marketing/pricing-strategy,davila7/business-marketing/pricing-strategy/SKILL.md,"When the user wants help with pricing decisions, packaging, or monetization strategy. Also use when the user mentions 'pricing,' 'pricing tiers,' 'freemium,' 'free trial,' 'packaging,' 'price increase,' 'value metric,' 'Van Westendorp,' 'willingness to pay,' or 'monetization.' This skill covers pric"
product-manager-toolkit,davila7,business-marketing,davila7/business-marketing/product-manager-toolkit,davila7/business-marketing/product-manager-toolkit/SKILL.md,"Comprehensive toolkit for product managers including RICE prioritization, customer interview analysis, PRD templates, discovery frameworks, and go-to-market strategies. Use for feature prioritization, user research synthesis, requirement documentation, and product strategy development."
product-strategist,davila7,business-marketing,davila7/business-marketing/product-strategist,davila7/business-marketing/product-strategist/SKILL.md,"Strategic product leadership toolkit for Head of Product including OKR cascade generation, market analysis, vision setting, and team scaling. Use for strategic planning, goal alignment, competitive analysis, and organizational design."
programmatic-seo,davila7,business-marketing,davila7/business-marketing/programmatic-seo,davila7/business-marketing/programmatic-seo/SKILL.md,"When the user wants to create SEO-driven pages at scale using templates and data. Also use when the user mentions ""programmatic SEO,"" ""template pages,"" ""pages at scale,"" ""directory pages,"" ""location pages,"" ""[keyword] + [city] pages,"" ""comparison pages,"" ""integration pages,"" or ""building many pages "
referral-program,davila7,business-marketing,davila7/business-marketing/referral-program,davila7/business-marketing/referral-program/SKILL.md,"When the user wants to create, optimize, or analyze a referral program, affiliate program, or word-of-mouth strategy. Also use when the user mentions 'referral,' 'affiliate,' 'ambassador,' 'word of mouth,' 'viral loop,' 'refer a friend,' or 'partner program.' This skill covers program design, incent"
schema-markup,davila7,business-marketing,davila7/business-marketing/schema-markup,davila7/business-marketing/schema-markup/SKILL.md,"When the user wants to add, fix, or optimize schema markup and structured data on their site. Also use when the user mentions ""schema markup,"" ""structured data,"" ""JSON-LD,"" ""rich snippets,"" ""schema.org,"" ""FAQ schema,"" ""product schema,"" ""review schema,"" or ""breadcrumb schema."" For broader SEO issues,"
seo-audit,davila7,business-marketing,davila7/business-marketing/seo-audit,davila7/business-marketing/seo-audit/SKILL.md,"When the user wants to audit, review, or diagnose SEO issues on their site. Also use when the user mentions ""SEO audit,"" ""technical SEO,"" ""why am I not ranking,"" ""SEO issues,"" ""on-page SEO,"" ""meta tags review,"" or ""SEO health check."" For building pages at scale to target keywords, see programmatic-s"
seo-fundamentals,davila7,business-marketing,davila7/business-marketing/seo-fundamentals,davila7/business-marketing/seo-fundamentals/SKILL.md,"SEO fundamentals, E-E-A-T, Core Web Vitals, and Google algorithm principles."
SEO Optimizer,davila7,business-marketing,davila7/business-marketing/seo-optimizer,davila7/business-marketing/seo-optimizer/SKILL.md,"Search Engine Optimization specialist for content strategy, technical SEO, keyword research, and ranking improvements. Use when optimizing website content, improving search rankings, conducting keyword analysis, or implementing SEO best practices. Expert in on-page SEO, meta tags, schema markup, and"
signup-flow-cro,davila7,business-marketing,davila7/business-marketing/signup-flow-cro,davila7/business-marketing/signup-flow-cro/SKILL.md,"When the user wants to optimize signup, registration, account creation, or trial activation flows. Also use when the user mentions ""signup conversions,"" ""registration friction,"" ""signup form optimization,"" ""free trial signup,"" ""reduce signup dropoff,"" or ""account creation flow."" For post-signup onbo"
social-content,davila7,business-marketing,davila7/business-marketing/social-content,davila7/business-marketing/social-content/SKILL.md,"When the user wants help creating, scheduling, or optimizing social media content for LinkedIn, Twitter/X, Instagram, TikTok, Facebook, or other platforms. Also use when the user mentions 'LinkedIn post,' 'Twitter thread,' 'social media,' 'content calendar,' 'social scheduling,' 'engagement,' or 'vi"
viral-generator-builder,davila7,business-marketing,davila7/business-marketing/viral-generator-builder,davila7/business-marketing/viral-generator-builder/SKILL.md,"Expert in building shareable generator tools that go viral - name generators, quiz makers, avatar creators, personality tests, and calculator tools. Covers the psychology of sharing, viral mechanics, and building tools people can't resist sharing with friends. Use when: generator tool, quiz maker, n"
x-twitter-scraper,davila7,business-marketing,davila7/business-marketing/x-twitter-scraper,davila7/business-marketing/x-twitter-scraper/SKILL.md,"Use when the user wants to integrate with the X (Twitter) API via Xquik to search tweets, look up user profiles, extract followers, run giveaway draws, monitor accounts, or access trending topics. Also use when the user mentions 'Xquik,' 'Twitter API,' 'X API,' 'tweet scraper,' 'follower extraction,"
3d-web-experience,davila7,creative-design,davila7/creative-design/3d-web-experience,davila7/creative-design/3d-web-experience/SKILL.md,"Expert in building 3D experiences for the web - Three.js, React Three Fiber, Spline, WebGL, and interactive 3D scenes. Covers product configurators, 3D portfolios, immersive websites, and bringing depth to web experiences. Use when: 3D website, three.js, WebGL, react three fiber, 3D experience."
Accessibility Auditor,davila7,creative-design,davila7/creative-design/accessibility-auditor,davila7/creative-design/accessibility-auditor/SKILL.md,"Web accessibility specialist for WCAG compliance, ARIA implementation, and inclusive design. Use when auditing websites for accessibility issues, implementing WCAG 2.1 AA/AAA standards, testing with screen readers, or ensuring ADA compliance. Expert in semantic HTML, keyboard navigation, and assisti"
algorithmic-art,davila7,creative-design,davila7/creative-design/algorithmic-art,davila7/creative-design/algorithmic-art/SKILL.md,"Creating algorithmic art using p5.js with seeded randomness and interactive parameter exploration. Use this when users request creating art using code, generative art, algorithmic art, flow fields, or particle systems. Create original algorithmic art rather than copying existing artists' work to avo"
c4-architecture,davila7,creative-design,davila7/creative-design/c4-architecture,davila7/creative-design/c4-architecture/SKILL.md,"Generate architecture documentation using C4 model Mermaid diagrams. Use when asked to create architecture diagrams, document system architecture, visualize software structure, create C4 diagrams, or generate context/container/component/deployment diagrams. Triggers include ""architecture diagram"", """
canvas-design,davila7,creative-design,davila7/creative-design/canvas-design,davila7/creative-design/canvas-design/SKILL.md,"Create beautiful visual art in .png and .pdf documents using design philosophy. You should use this skill when the user asks to create a poster, piece of art, design, or other static piece. Create original visual designs, never copying existing artists' work to avoid copyright violations."
d3-viz,davila7,creative-design,davila7/creative-design/claude-d3js-skill,davila7/creative-design/claude-d3js-skill/SKILL.md,"Creating interactive data visualisations using d3.js. This skill should be used when creating custom charts, graphs, network diagrams, geographic visualisations, or any complex SVG-based data visualisation that requires fine-grained control over visual elements, transitions, or interactions. Use thi"
develop-web-game,davila7,creative-design,davila7/creative-design/develop-web-game,davila7/creative-design/develop-web-game/SKILL.md,"Use when Codex is building or iterating on a web game (HTML/JS) and needs a reliable development + testing loop: implement small changes, run a Playwright-based test script with short input bursts and intentional pauses, inspect screenshots/text, and review console errors with render_game_to_text."
draw-io,davila7,creative-design,davila7/creative-design/draw-io,davila7/creative-design/draw-io/SKILL.md,"draw.io diagram creation, editing, and review. Use for .drawio XML editing, PNG conversion, layout adjustment, and AWS icon usage."
excalidraw,davila7,creative-design,davila7/creative-design/excalidraw,davila7/creative-design/excalidraw/SKILL.md,"Use when working with *.excalidraw or *.excalidraw.json files, user mentions diagrams/flowcharts, or requests architecture visualization - delegates all Excalidraw operations to subagents to prevent context exhaustion from verbose JSON (single files: 4k-22k tokens, can exceed read limits)"
executing-marketing-campaigns,davila7,creative-design,davila7/creative-design/executing-marketing-campaigns,davila7/creative-design/executing-marketing-campaigns/SKILL.md,"Plans, creates, and optimizes marketing campaigns including content strategy, social media, email, and analytics. Helps develop go-to-market strategies, campaign messaging, and performance measurement."
figma,davila7,creative-design,davila7/creative-design/figma,davila7/creative-design/figma/SKILL.md,"Use the Figma MCP server to fetch design context, screenshots, variables, and assets from Figma, and to translate Figma nodes into production code. Trigger when a task involves Figma URLs, node IDs, design-to-code implementation, or Figma MCP setup and troubleshooting."
figma-implement-design,davila7,creative-design,davila7/creative-design/figma-implement-design,davila7/creative-design/figma-implement-design/SKILL.md,"Translate Figma nodes into production-ready code with 1:1 visual fidelity using the Figma MCP workflow (design context, screenshots, assets, and project-convention translation). Trigger when the user provides Figma URLs or node IDs, or asks to implement designs or components that must match Figma sp"
frontend-design,davila7,creative-design,davila7/creative-design/frontend-design,davila7/creative-design/frontend-design/SKILL.md,"Create distinctive, production-grade frontend interfaces with high design quality. Use this skill when the user asks to build web components, pages, artifacts, posters, or applications (examples include websites, landing pages, dashboards, React components, HTML/CSS layouts, or when styling/beautify"
2d-games,davila7,creative-design,davila7/creative-design/game-development/2d-games,davila7/creative-design/game-development/2d-games/SKILL.md,"2D game development principles. Sprites, tilemaps, physics, camera."
3d-games,davila7,creative-design,davila7/creative-design/game-development/3d-games,davila7/creative-design/game-development/3d-games/SKILL.md,"3D game development principles. Rendering, shaders, physics, cameras."
game-development,davila7,creative-design,davila7/creative-design/game-development,davila7/creative-design/game-development/SKILL.md,Game development orchestrator. Routes to platform-specific skills based on project needs.
game-art,davila7,creative-design,davila7/creative-design/game-development/game-art,davila7/creative-design/game-development/game-art/SKILL.md,"Game art principles. Visual style selection, asset pipeline, animation workflow."
game-audio,davila7,creative-design,davila7/creative-design/game-development/game-audio,davila7/creative-design/game-development/game-audio/SKILL.md,"Game audio principles. Sound design, music integration, adaptive audio systems."
game-design,davila7,creative-design,davila7/creative-design/game-development/game-design,davila7/creative-design/game-development/game-design/SKILL.md,"Game design principles. GDD structure, balancing, player psychology, progression."
mobile-games,davila7,creative-design,davila7/creative-design/game-development/mobile-games,davila7/creative-design/game-development/mobile-games/SKILL.md,"Mobile game development principles. Touch input, battery, performance, app stores."
multiplayer,davila7,creative-design,davila7/creative-design/game-development/multiplayer,davila7/creative-design/game-development/multiplayer/SKILL.md,"Multiplayer game development principles. Architecture, networking, synchronization."
pc-games,davila7,creative-design,davila7/creative-design/game-development/pc-games,davila7/creative-design/game-development/pc-games/SKILL.md,"PC and console game development principles. Engine selection, platform features, optimization strategies."
vr-ar,davila7,creative-design,davila7/creative-design/game-development/vr-ar,davila7/creative-design/game-development/vr-ar/SKILL.md,"VR/AR development principles. Comfort, interaction, performance requirements."
web-games,davila7,creative-design,davila7/creative-design/game-development/web-games,davila7/creative-design/game-development/web-games/SKILL.md,"Web browser game development principles. Framework selection, WebGPU, optimization, PWA."
imagegen,davila7,creative-design,davila7/creative-design/imagegen,davila7/creative-design/imagegen/SKILL.md,"Use when the user asks to generate or edit images via the OpenAI Image API (for example: generate image, edit/inpaint/mask, background removal or replacement, transparent background, product shots, concept art, covers, or batch variants); run the bundled CLI (`scripts/image_gen.py`) and require `OPE"
interactive-portfolio,davila7,creative-design,davila7/creative-design/interactive-portfolio,davila7/creative-design/interactive-portfolio/SKILL.md,"Expert in building portfolios that actually land jobs and clients - not just showing work, but creating memorable experiences. Covers developer portfolios, designer portfolios, creative portfolios, and portfolios that convert visitors into opportunities. Use when: portfolio, personal website, showca"
marp-slide,davila7,creative-design,davila7/creative-design/marp-slide,davila7/creative-design/marp-slide/SKILL.md,"Create professional Marp presentation slides with 7 beautiful themes (default, minimal, colorful, dark, gradient, tech, business). Use when users request slide creation, presentations, or Marp documents. Supports custom themes, image layouts, and ""make it look good"" requests with automatic quality i"
meme-factory,davila7,creative-design,davila7/creative-design/meme-factory,davila7/creative-design/meme-factory/SKILL.md,"Generate memes using the memegen.link API. Use when users request memes, want to add humor to content, or need visual aids for social media. Supports 100+ popular templates with custom text and styling."
mermaid-diagrams,davila7,creative-design,davila7/creative-design/mermaid-diagrams,davila7/creative-design/mermaid-diagrams/SKILL.md,"Comprehensive guide for creating software diagrams using Mermaid syntax. Use when users need to create, visualize, or document software through diagrams including class diagrams (domain modeling, object-oriented design), sequence diagrams (application flows, API interactions, code execution), flowch"
mobile-design,davila7,creative-design,davila7/creative-design/mobile-design,davila7/creative-design/mobile-design/SKILL.md,"Mobile-first design thinking and decision-making for iOS and Android apps. Touch interaction, performance patterns, platform conventions. Teaches principles, not fixed values. Use when building React Native, Flutter, or native mobile apps."
premium-web-design,davila7,creative-design,davila7/creative-design/premium-web-design,davila7/creative-design/premium-web-design/SKILL.md,"> Create premium, Awwwards-quality website designs as React (.jsx) components that look like they were built by a top-tier agency charging $50k+ per project. Use this skill whenever the user asks for a website, landing page, portfolio, or web component that should look expensive, premium, luxury, ed"
remotion-best-practices,davila7,creative-design,davila7/creative-design/remotion-best-practices,davila7/creative-design/remotion-best-practices/SKILL.md,Best practices for Remotion - Video creation in React
scroll-experience,davila7,creative-design,davila7/creative-design/scroll-experience,davila7/creative-design/scroll-experience/SKILL.md,"Expert in building immersive scroll-driven experiences - parallax storytelling, scroll animations, interactive narratives, and cinematic web experiences. Like NY Times interactives, Apple product pages, and award-winning web experiences. Makes websites feel like experiences, not just pages. Use when"
slack-gif-creator,davila7,creative-design,davila7/creative-design/slack-gif-creator,davila7/creative-design/slack-gif-creator/SKILL.md,"Knowledge and utilities for creating animated GIFs optimized for Slack. Provides constraints, validation tools, and animation concepts. Use when users request animated GIFs for Slack like ""make me a GIF of X doing Y for Slack."
tailwind-patterns,davila7,creative-design,davila7/creative-design/tailwind-patterns,davila7/creative-design/tailwind-patterns/SKILL.md,"Tailwind CSS v4 principles. CSS-first configuration, container queries, modern patterns, design token architecture."
theme-factory,davila7,creative-design,davila7/creative-design/theme-factory,davila7/creative-design/theme-factory/SKILL.md,"Toolkit for styling artifacts with a theme. These artifacts can be slides, docs, reportings, HTML landing pages, etc. There are 10 pre-set themes with colors/fonts that you can apply to any artifact that has been creating, or can generate a new theme on-the-fly."
ui-design-system,davila7,creative-design,davila7/creative-design/ui-design-system,davila7/creative-design/ui-design-system/SKILL.md,"UI design system toolkit for Senior UI Designer including design token generation, component documentation, responsive design calculations, and developer handoff tools. Use for creating design systems, maintaining visual consistency, and facilitating design-dev collaboration."
